rank,score,ema_fast,ema_slow,sl_pct,tp1_pct,tp2_pct,volume_multiplier,tp1_close_pct
1,32.4772,5,18,0.75,0.25,1.4500000000000002,1.1,30
2,31.8024,5,18,0.75,0.2,1.6,1.1,30
3,31.3138,5,18,0.75,0.25,1.5500000000000003,1.1,30
4,30.7589,5,18,0.75,0.25,1.35,1.1,30
5,29.3326,6,16,0.7,0.30000000000000004,1.0,1.0,30
6,29.2884,5,19,0.75,0.30000000000000004,1.4,1.1,30
7,29.2884,5,19,0.75,0.30000000000000004,1.4,1.1,30
8,29.2527,5,18,0.8500000000000001,0.25,1.4500000000000002,1.1,30
9,29.2429,5,19,0.75,0.30000000000000004,1.5,1.1,30
10,29.2429,5,19,0.75,0.30000000000000004,1.5,1.1,30
11,29.0858,5,18,0.7,0.30000000000000004,1.2000000000000002,1.1,30
12,28.9121,5,18,0.75,0.2,1.5000000000000002,1.3,30
13,28.8792,6,16,0.7,0.30000000000000004,0.9,1.0,30
14,28.8792,6,16,0.7,0.30000000000000004,0.9,1.0,30
15,28.7849,5,18,0.8,0.2,1.4000000000000001,1.2,30
16,28.7539,5,18,0.7,0.2,1.6,1.1,30
17,28.6900,5,18,0.75,0.2,1.6,1.2,30
18,28.6900,5,18,0.75,0.2,1.6,1.2,30
19,28.6900,5,18,0.75,0.2,1.6,1.2,30
20,28.6900,5,18,0.75,0.2,1.6,1.2,30
21,28.6900,5,18,0.75,0.2,1.6,1.2,30
22,28.6900,5,18,0.75,0.2,1.6,1.2,30
23,28.6900,5,18,0.75,0.2,1.6,1.2,30
24,28.6900,5,18,0.75,0.2,1.6,1.2,30
25,28.6451,5,19,0.75,0.25,1.4500000000000002,1.1,30
26,28.6451,5,19,0.75,0.25,1.4500000000000002,1.1,30
27,28.6451,5,19,0.75,0.25,1.4500000000000002,1.1,30
28,28.6451,5,19,0.75,0.25,1.4500000000000002,1.1,30
29,28.4760,5,18,0.8500000000000001,0.2,1.4000000000000001,1.1,30
30,28.3947,5,18,0.75,0.2,1.6,1.3,30
31,28.3947,5,18,0.75,0.2,1.6,1.3,30
32,28.3947,5,18,0.75,0.2,1.6,1.3,30
33,28.3947,5,18,0.75,0.2,1.6,1.3,30
34,28.3695,5,18,0.7,0.25,1.5500000000000003,1.1,30
35,28.0921,6,17,0.75,0.2,1.4000000000000001,1.2,30
36,27.8984,5,18,0.8,0.2,1.5000000000000002,1.2,30
37,27.7974,5,18,0.7,0.25,1.25,1.1,30
38,27.7746,5,18,0.8,0.2,1.6,1.2,30
39,27.7746,5,18,0.8,0.2,1.6,1.2,30
40,27.6723,6,17,0.8,0.25,1.25,1.2,30
41,27.6414,5,19,0.65,0.30000000000000004,1.3,1.1,30
42,27.5561,5,19,0.75,0.2,1.4000000000000001,1.3,30
43,27.4211,5,18,0.75,0.2,1.7000000000000002,1.2,30
44,27.4072,5,19,0.8,0.25,1.4500000000000002,1.1,30
45,27.4072,5,19,0.8,0.25,1.4500000000000002,1.1,30
46,26.9885,5,18,0.75,0.2,1.7000000000000002,1.3,30
47,26.8848,6,18,0.75,0.30000000000000004,1.4,1.3,30
48,26.8446,5,20,0.75,0.30000000000000004,1.4,1.1,30
49,26.8297,5,17,0.75,0.2,1.5000000000000002,1.1,30
50,26.6454,5,18,0.7,0.2,1.5000000000000002,1.2,30
51,26.5289,5,19,0.8,0.25,1.4500000000000002,1.2,30
52,26.5012,5,18,0.7,0.2,1.7000000000000002,1.1,30
53,26.4199,5,18,0.7,0.2,1.6,1.2,30
54,26.4199,5,18,0.7,0.2,1.6,1.2,30
55,26.3131,9,33,1.3,0.25,0.35,1.0,60
56,26.2055,5,19,0.8,0.25,1.5500000000000003,1.1,30
57,26.1669,5,18,0.7,0.35000000000000003,1.1500000000000001,1.0,30
58,26.1384,5,19,0.8,0.30000000000000004,1.6,1.2,30
59,26.1336,6,17,0.75,0.35000000000000003,0.95,1.0,30
60,26.0220,5,19,0.8500000000000001,0.25,1.4500000000000002,1.1,30
61,25.9535,5,17,0.75,0.2,1.6,1.1,30
62,25.8706,7,11,1.1,0.30000000000000004,0.5,1.1,30
63,25.8507,6,17,0.7,0.2,1.6,1.2,30
64,25.7240,5,22,0.75,0.25,1.4500000000000002,1.1,30
65,25.7137,5,18,0.8500000000000001,0.2,1.5000000000000002,1.2,30
66,25.6811,6,16,0.6000000000000001,0.35000000000000003,0.95,1.0,30
67,25.6271,6,16,0.6000000000000001,0.35000000000000003,0.8500000000000001,1.0,30
68,25.5978,5,17,0.8,0.30000000000000004,1.4,1.2,30
69,25.5281,5,19,0.75,0.2,1.7000000000000002,1.3,30
70,25.4710,5,19,0.8,0.25,1.65,1.1,30
71,25.3191,5,20,0.75,0.30000000000000004,1.5,1.2,30
72,25.2413,5,19,0.8,0.25,1.5500000000000003,1.2,30
73,25.0187,7,11,0.6000000000000001,0.30000000000000004,0.6000000000000001,1.0,30
74,24.9333,6,17,0.65,0.35000000000000003,1.35,1.1,30
75,24.8794,5,17,0.75,0.25,1.5500000000000003,1.1,30
76,24.8771,5,19,0.8500000000000001,0.25,1.5500000000000003,1.1,30
77,24.8428,5,23,0.8,0.25,1.4500000000000002,1.2,30
78,24.7669,7,15,0.6000000000000001,0.35000000000000003,0.95,1.0,30
79,24.7483,5,20,0.75,0.25,1.5500000000000003,1.2,30
80,24.6664,6,11,0.6000000000000001,0.30000000000000004,0.6000000000000001,1.0,30
81,24.4437,5,22,0.75,0.25,1.4500000000000002,1.2,30
82,24.3375,7,14,0.65,0.30000000000000004,0.6000000000000001,1.0,30
83,24.2508,5,19,0.75,0.2,1.6,1.2,30
84,24.1959,6,11,0.7,0.30000000000000004,0.6000000000000001,1.0,30
85,24.1732,5,21,0.75,0.30000000000000004,1.4,1.1,30
86,24.1438,5,18,0.75,0.2,1.5000000000000002,1.4,30
87,24.0430,5,17,0.8,0.25,1.35,1.2,30
88,23.8670,5,20,0.8,0.25,1.35,1.1,30
89,23.7489,5,17,0.75,0.2,1.5000000000000002,1.3,30
90,23.7167,5,20,0.8,0.25,1.65,1.1,30
91,23.6685,6,18,0.8,0.25,1.5500000000000003,1.1,30
92,23.6217,5,19,0.75,0.2,1.7000000000000002,1.2,30
93,23.6069,6,16,0.55,0.35000000000000003,0.95,1.0,30
94,23.6069,6,16,0.55,0.35000000000000003,0.95,1.0,30
95,23.5701,6,16,0.55,0.35000000000000003,1.05,1.0,30
96,23.5277,5,21,0.8,0.25,1.35,1.1,30
97,23.4559,5,19,0.8,0.2,1.5000000000000002,1.2,30
98,23.4413,6,17,0.5,0.35000000000000003,1.05,1.0,30
99,23.3909,7,14,0.7,0.30000000000000004,0.6000000000000001,1.1,30
100,23.3826,6,15,0.6000000000000001,0.30000000000000004,0.9,1.0,30
