rank,score,ema_fast,ema_slow,sl_pct,tp1_pct,tp2_pct,volume_multiplier,tp1_close_pct
1,45.3473,5,11,1.3,0.5,1.7000000000000002,1.1,40
2,41.3999,5,11,1.3,0.5,1.6,1.1,40
3,38.3487,5,9,1.3,0.55,1.75,1.2,40
4,38.3487,5,9,1.3,0.55,1.75,1.2,40
5,38.3487,5,9,1.3,0.55,1.75,1.2,40
6,38.3414,5,11,1.3,0.55,1.55,1.2,40
7,37.9708,5,11,1.3,0.55,1.65,1.2,40
8,37.9708,5,11,1.3,0.55,1.65,1.2,40
9,37.9708,5,11,1.3,0.55,1.65,1.2,40
10,37.9708,5,11,1.3,0.55,1.65,1.2,40
11,37.7568,5,9,1.3,0.55,1.65,1.2,30
12,37.5494,5,9,1.3,0.55,1.65,1.2,40
13,37.5494,5,9,1.3,0.55,1.65,1.2,40
14,36.4859,5,11,1.3,0.5,1.5,1.2,40
15,36.3508,5,11,1.3,0.5,1.6,1.2,40
16,36.3012,5,11,1.35,0.55,1.65,1.2,40
17,36.2647,5,9,1.35,0.55,1.55,1.2,50
18,36.2504,5,9,1.35,0.55,1.65,1.2,40
19,36.2504,5,9,1.35,0.55,1.65,1.2,40
20,35.7437,5,9,1.3,0.55,1.9500000000000002,1.4,40
21,35.0762,5,9,1.3,0.6000000000000001,1.7,1.2,30
22,35.0426,5,10,1.3,0.55,1.65,1.2,40
23,35.0426,5,10,1.3,0.55,1.65,1.2,40
24,35.0426,5,10,1.3,0.55,1.65,1.2,40
25,35.0426,5,10,1.3,0.55,1.65,1.2,40
26,35.0426,5,10,1.3,0.55,1.65,1.2,40
27,35.0426,5,10,1.3,0.55,1.65,1.2,40
28,35.0426,5,10,1.3,0.55,1.65,1.2,40
29,35.0426,5,10,1.3,0.55,1.65,1.2,40
30,35.0426,5,10,1.3,0.55,1.65,1.2,40
31,35.0426,5,10,1.3,0.55,1.65,1.2,40
32,35.0426,5,10,1.3,0.55,1.65,1.2,40
33,34.9630,5,9,1.4000000000000001,0.55,1.65,1.2,40
34,34.4375,5,10,1.35,0.55,1.75,1.2,40
35,34.4245,5,9,1.3,0.6000000000000001,1.7,1.2,40
36,34.4245,5,9,1.3,0.6000000000000001,1.7,1.2,40
37,34.4245,5,9,1.3,0.6000000000000001,1.7,1.2,40
38,34.4245,5,9,1.3,0.6000000000000001,1.7,1.2,40
39,34.0346,5,9,1.35,0.55,1.85,1.2,30
40,33.9073,5,9,1.3,0.55,2.0500000000000003,1.2,40
41,33.7697,5,9,1.35,0.55,1.35,1.3,50
42,33.7533,5,11,1.35,0.55,1.65,1.1,40
43,33.6498,5,10,1.35,0.55,1.65,1.2,40
44,33.6498,5,10,1.35,0.55,1.65,1.2,40
45,33.4273,5,9,1.3,0.55,1.9500000000000002,1.3,40
46,32.8879,5,8,1.3,0.55,1.55,1.2,30
47,32.8770,5,11,1.3,0.6000000000000001,1.7,1.2,40
48,32.8397,5,9,1.4000000000000001,0.55,1.85,1.2,30
49,32.8312,5,9,1.4000000000000001,0.55,1.9500000000000002,1.3,40
50,32.8312,5,9,1.4000000000000001,0.55,1.9500000000000002,1.3,40
51,32.6149,5,8,1.3,0.55,1.55,1.2,40
52,32.1968,5,9,1.35,0.6000000000000001,1.6,1.2,50
53,32.0411,5,9,1.35,0.55,1.9500000000000002,1.3,40
54,31.9437,5,8,1.3,0.55,1.65,1.2,30
55,31.9005,6,10,1.3,0.55,1.55,1.2,60
56,31.7007,5,8,1.35,0.6000000000000001,1.6,1.2,40
57,31.6944,5,34,1.25,0.45,1.7500000000000002,1.1,40
58,31.6161,5,8,1.3,0.55,1.65,1.2,40
59,31.2753,6,11,1.3,0.55,1.65,1.2,40
60,31.2703,5,10,1.4000000000000001,0.55,1.85,1.2,40
61,31.0944,5,8,1.35,0.55,1.55,1.2,30
62,30.9163,5,12,1.3,0.55,1.55,1.2,40
63,30.8830,5,10,1.35,0.5,1.6,1.1,50
64,30.7503,5,10,1.3,0.55,2.0500000000000003,1.4,40
65,30.5593,5,12,1.3,0.45,1.55,1.2,40
66,30.5577,5,11,1.25,0.5,1.6,1.1,40
67,30.5577,5,11,1.25,0.5,1.6,1.1,40
68,30.4531,6,11,1.35,0.55,1.85,1.2,30
69,30.3686,5,10,1.3,0.55,1.75,1.3,40
70,30.3132,5,8,1.35,0.55,1.75,1.2,40
71,30.2921,5,9,1.35,0.6000000000000001,1.7,1.1,40
72,29.9856,6,11,1.4000000000000001,0.55,1.75,1.2,40
73,29.6979,5,9,1.4000000000000001,0.55,2.15,1.2,30
74,29.5202,5,12,1.35,0.55,1.55,1.2,40
75,29.4462,5,8,1.3,0.55,1.85,1.2,40
76,29.3647,5,10,1.35,0.6000000000000001,1.7,1.2,40
77,29.2639,5,9,1.35,0.5,1.6,1.1,50
78,29.1992,5,12,1.35,0.55,1.65,1.2,40
79,29.1066,5,9,1.3,0.6000000000000001,1.6,1.1,30
80,29.0571,5,8,1.3,0.55,1.65,1.3,30
81,29.0360,5,10,1.35,0.55,1.65,1.1,50
82,28.9591,5,8,1.3,0.55,1.65,1.3,40
83,28.9591,5,8,1.3,0.55,1.65,1.3,40
84,28.9081,5,9,1.3,0.5,1.6,1.3,40
85,28.8697,6,10,1.3,0.5,1.8000000000000003,1.2,40
86,28.8476,5,10,1.35,0.6000000000000001,1.6,1.2,40
87,28.7678,5,9,1.3,0.55,1.55,1.1,40
88,28.5962,5,9,1.25,0.55,1.75,1.2,40
89,28.5257,5,9,1.35,0.55,1.65,1.1,40
90,28.4076,5,9,1.35,0.55,1.65,1.1,50
91,28.3403,5,8,1.3,0.5,1.7000000000000002,1.1,40
92,28.3299,5,10,1.35,0.5,1.5,1.2,50
93,28.1930,5,9,1.25,0.55,1.85,1.2,40
94,28.1488,5,12,1.3,0.55,1.4500000000000002,1.2,40
95,27.9317,5,8,1.4000000000000001,0.55,1.75,1.3,40
96,27.9215,5,10,1.3,0.6000000000000001,1.7,1.4,60
97,27.8680,5,8,1.3,0.55,1.65,1.1,30
98,27.8438,6,11,1.35,0.45,1.7500000000000002,1.2,40
99,27.7153,5,10,1.25,0.55,1.55,1.2,30
100,27.6988,5,10,1.25,0.55,1.55,1.2,50
