rank,score,ema_fast,ema_slow,sl_pct,tp1_pct,tp2_pct,volume_multiplier,tp1_close_pct
1,27.6662,7,14,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
2,27.6662,7,14,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
3,27.6662,7,14,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
4,27.6662,7,14,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
5,27.6662,7,14,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
6,27.6662,7,14,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
7,26.8365,7,13,0.9000000000000001,0.30000000000000004,1.8000000000000003,1.0,60
8,26.7999,7,13,0.8,0.30000000000000004,1.9,1.0,60
9,26.4711,7,14,0.9000000000000001,0.30000000000000004,1.8000000000000003,1.0,60
10,26.4711,7,14,0.9000000000000001,0.30000000000000004,1.8000000000000003,1.0,60
11,26.2210,7,13,0.8,0.30000000000000004,1.8000000000000003,1.0,60
12,26.1777,7,14,1.0,0.30000000000000004,1.8000000000000003,1.0,60
13,26.1777,7,14,1.0,0.30000000000000004,1.8000000000000003,1.0,60
14,26.1777,7,14,1.0,0.30000000000000004,1.8000000000000003,1.0,60
15,25.8641,7,15,0.8500000000000001,0.30000000000000004,1.9,1.0,60
16,25.8278,7,14,0.8,0.30000000000000004,1.8000000000000003,1.0,60
17,25.8278,7,14,0.8,0.30000000000000004,1.8000000000000003,1.0,60
18,25.8278,7,14,0.8,0.30000000000000004,1.8000000000000003,1.0,60
19,25.4026,6,13,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
20,25.3346,7,15,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
21,25.3346,7,15,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
22,25.3346,7,15,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
23,25.3346,7,15,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
24,25.3346,7,15,0.8500000000000001,0.30000000000000004,1.8000000000000003,1.0,60
25,25.1879,7,15,0.95,0.30000000000000004,1.9,1.0,60
26,25.0985,7,13,0.65,0.30000000000000004,1.9,1.0,60
27,25.0386,7,13,0.75,0.30000000000000004,1.9,1.0,60
28,25.0386,7,13,0.75,0.30000000000000004,1.9,1.0,60
29,25.0162,7,14,0.8500000000000001,0.30000000000000004,1.7000000000000002,1.0,60
30,25.0162,7,14,0.8500000000000001,0.30000000000000004,1.7000000000000002,1.0,60
31,24.6147,7,15,0.9000000000000001,0.30000000000000004,1.9,1.0,60
32,24.6059,7,13,0.65,0.30000000000000004,1.8000000000000003,1.0,60
33,24.6059,7,13,0.65,0.30000000000000004,1.8000000000000003,1.0,60
34,24.6059,7,13,0.65,0.30000000000000004,1.8000000000000003,1.0,60
35,24.6036,7,13,0.7,0.30000000000000004,1.9,1.0,60
36,24.6036,7,13,0.7,0.30000000000000004,1.9,1.0,60
37,24.6036,7,13,0.7,0.30000000000000004,1.9,1.0,60
38,24.6036,7,13,0.7,0.30000000000000004,1.9,1.0,60
39,24.6036,7,13,0.7,0.30000000000000004,1.9,1.0,60
40,24.5062,7,15,0.8500000000000001,0.30000000000000004,2.0,1.0,60
41,24.5062,7,15,0.8500000000000001,0.30000000000000004,2.0,1.0,60
42,24.4956,7,13,0.75,0.30000000000000004,1.8000000000000003,1.0,60
43,24.4736,8,13,0.8,0.25,1.85,1.0,60
44,24.4736,8,13,0.8,0.25,1.85,1.0,60
45,24.4369,7,14,0.9000000000000001,0.30000000000000004,2.0,1.0,60
46,24.4159,6,13,0.75,0.30000000000000004,1.9,1.0,60
47,24.1905,7,16,0.8500000000000001,0.30000000000000004,1.9,1.0,60
48,23.9600,7,14,0.65,0.30000000000000004,1.8000000000000003,1.0,60
